state,city,code,name
OR,Mc Minnville,MMV,Mc Minnville Municipal Airport
OR,Medford,MFR,Medford Rogue Valley International Airport
OR,Newport,ONP,Newport Municipal Airport
OR,North Bend,OTH,North Bend Municipal Airport
OR,Pendleton,PDT,Eastern Oregon Regional Airport At Pendleton
OR,Portland,PDX,Portland International Airport
OR,Redmond,RDM,Roberts Field
OR,Salem,SLE,Salem Municipal Airport - McNary Field
PA,Allentown,ABE,Lehigh Valley International Airport
PA,Altoona,AOO,Altoona-Blair County Airport
PA,Avoca,AVP,Wilkes-Barre/Scranton International Airport
PA,Bradford,BFD,Bradford Regional Airport
PA,Du Bois,DUJ,Du Bois-Jefferson County Airport
PA,Erie,ERI,Erie International Airport
PA,Franklin,FKL,Venango Regional Airport
PA,Harrisburg,MDT,Harrisburg International Airport
PA,Johnstown,JST,Johnstown-Cambria County Airport
PA,Lancaster,LNS,Lancaster Airport
PA,Latrobe,LBE,Arnold Palmer Regional Airport
PA,Philadelphia,PHL,Philadelphia International Airport
PA,Pittsburgh,PIT,Pittsburgh International Airport
PA,Pittsburgh,AGC,Allegheny County Airport
PA,Reading,RDG,Reading Regional Airport
PA,State College,UNV,University Park Airport
PA,Williamsport,IPT,Williamsport Regional Airport
PR,Aguadilla,BQN,Aguadilla Airport
PR,Fajardo,X95,Diego Jimenez Torres Airport
PR,Isla De Culebra,CPX,Culebra Airport
PR,Isla De Vieques,VQS,Vieques Airport
PR,Mayaguez,MAZ,Mayaquez Airport
PR,Ponce,PSE,Mercedita Airport
PR,San Juan,SJU,Luis Munoz Marin International Airport
PR,San Juan,SIG,Fernando Luis Ribas Dominicci Airport
RI,Block Island,BID,Block Island State Airport
RI,Newport,UUU,Newport State Airport
RI,North Kingstown,OQU,Quonset State Airport
RI,Pawtucket,SFZ,North Central State Airport
RI,Providence,PVD,T.F. Green Airport
RI,Westerly,WST,Westerly State Airport
SC,Anderson,AND,Anderson Regional Airport
SC,Charleston,CHS,Charleston International Airport
SC,Columbia,CAE,Columbia Metropolitan Airport
SC,Florence,FLO,Florence Regional Airport
SC,Greenville,GSP,Greenville / Spartanburg Airport
SC,Greenville,GYH,Donaldson Center Airport
SC,Hilton Head Island,HXD,Hilton Head Airport
SC,Myrtle Beach,MYR,Myrtle Beach Airport
SD,Aberdeen,ABR,Aberdeen Regional Airport
SD,Brookings,BKX,Brookings Municipal Airport
SD,Huron,HON,Huron Regional Airport
SD,Mitchell,MHE,Mitchell Municipal Airport
SD,Pierre,PIR,Pierre Regional Airport
SD,Rapid City,RAP,Rapid City Regional Airport
SD,Sioux Falls,FSD,Sioux Falls Regional Airport
SD,Watertown,ATY,Watertown Municipal Airport
SD,Yankton,YKN,Chan Gurney Municipal Airport
TN,Blountville,TRI,Tri-Cities Regional Airport
TN,Chattanooga,CHA,Chattanooga Metropolitan Airport
TN,Jackson,MKL,Mc Kellar-Sipes Regional Airport
TN,Knoxville,TYS,Mcghee Tyson Airport
TN,Memphis,MEM,Memphis Airport
TN,Millington,NQA,Millington Regional Jetport
TN,Nashville,BNA,Nashville International Airport
TN,Smyrna,MQY,Smyrna Airport
TX,Abilene,ABI,Abilene Regional Airport
TX,Amarillo,AMA,Amarillo International Airport
TX,Angleton/Lake Jackson,LBX,Brazoria County Airport
TX,Austin,AUS,Austin-Bergstrom International Airport
TX,Beaumont / Port Arthur,BPT,Southeast Texas Regional Airport
TX,Brownsville,BRO,Brownsville/South Padre Island International Airport
TX,College Station,CLL,Easterwood Airport
TX,Corpus Christi,CRP,Corpus Christi International Airport
TX,Dallas,DAL,Dallas Love Field
TX,Dallas,DFW,Dallas/Fort Worth International Airport
TX,Del Rio,DRT,Del Rio International Airport
TX,El Paso,ELP,El Paso International Airport
TX,Fort Hood / Killeen,GRK,Killeen-Fort Hood Regional Airport
TX,Fort Worth,FTW,Fort Worth Meacham International Airport
TX,Galveston,GLS,Galveston/Scholes International Airport
TX,Harlingen,HRL,Valley International Airport
TX,Houston,EFD,Ellington Field
TX,Houston,HOU,Hobby Airport
TX,Houston,IAH,Bush Intercontinental Airport
TX,Killeen,ILE,Skylark Field
TX,Laredo,LRD,Laredo International Airport
TX,Longview,GGG,East Texas Regional Airport
TX,Lubbock,LBB,Lubbock International Airport
TX,Mcallen,MFE,Mcallen-Miller International Airport
TX,Midland,MAF,Midland International Airport
TX,San Angelo,SJT,San Angelo Regional Airport/Mathis Field
TX,San Antonio,SAT,San Antonio International Airport
TX,Temple,TPL,Draughon-Miller Central Texas Regional Airport
TX,Tyler,TYR,Tyler Pounds Regional Airport
TX,Victoria,VCT,Victoria Regional Airport
TX,Waco,ACT,Waco Regional Airport
TX,Wichita Falls,SPS,Wichita Falls Municipal Airport
UT,Bryce Canyon,BCE,Bryce Canyon Airport
UT,Cedar City,CDC,Cedar City Regional Airport
UT,Moab,CNY,Canyonlands Field
UT,Ogden,OGD,Ogden-Hinckley Airport
UT,Provo,PVU,Provo Municipal Airport
UT,Salt Lake City,SLC,Salt Lake City International Airport
UT,St George,SGU,St George Municipal Airport
VA,Charlottesville,CHO,Charlottesville-Albemarle Airport
VA,Danville,DAN,Danville Regional Airport
VA,Harrisonburg,SHD,Shenandoah Valley Regional Airport
VA,Lynchburg,LYH,Lynchburg Regional Airport/Preston Glenn Field
VA,Newport News,PHF,Newport News/Williamsburg International Airport
VA,Norfolk,ORF,Norfolk International Airport
VA,Richmond,RIC,Richmond International Airport
VA,Roanoke,ROA,Roanoke Regional Airport
VI,Charlotte Amalie,STT,Cyril E King Airport
VI,Christiansted,STX,Henry E Rohlsen Airport
VT,Barre/Montpelier,MPV,Edward F. Knapp State Airport
VT,Bennington,DDH,William H. Morse State Airport
VT,Morrisville,MVL,Morrisville-Stowe State Airport
VT,Newport,EFK,Newport State Airport
VT,Rutland,RUT,Rutland State Airport
VT,South Burlington,BTV,Burlington International Airport
WA,Anacortes,74S,Anacortes Airport
WA,Bellingham,BLI,Bellingham International Airport
WA,Bremerton,PWT,Bremerton National Airport
WA,Eastsound,ORS,Orcas Island Airport
WA,Everett,PAE,Snohomish County Airport (Paine Field)
WA,Friday Harbor,FHR,Friday Harbor Airport
WA,Moses Lake,MWH,Grant County International Airport
WA,Olympia,OLM,Olympia Airport
WA,Pasco,PSC,Tri-Cities Airport
WA,Port Angeles,CLM,William R Fairchild International Airport
WA,"Pullman / Moscow, ID",PUW,Pullman / Moscow Regional Airport
WA,Seattle,SEA,Seattle/Tacoma International Airport
WA,Seattle,BFI,Boeing Field/King County International Airport
WA,Spokane,GEG,Spokane International Airport
WA,Walla Walla,ALW,Walla Walla Regional Airport
WA,Wenatchee,EAT,Pangborn Memorial Airport
WA,Yakima,YKM,Yakima Air Terminal/Mcallister Field
WI,Appleton,ATW,Outagamie County Regional Airport
WI,Eau Claire,EAU,Chippewa Valley Regional Airport
WI,Green Bay,GRB,Austin Straubel International Airport
WI,Janesville,JVL,Southern Wisconsin Regional Airport
WI,Kenosha,ENW,Kenosha Regional Airport
WI,La Crosse,LSE,La Crosse Municipal Airport
WI,Madison,MSN,Dane County Regional Airport
WI,Milwaukee,MKE,General Mitchell International Airport
WI,Mosinee,CWA,Central Wisconsin Airport
WI,Oshkosh,OSH,Wittman Regional Airport
WI,Rhinelander,RHI,Rhinelander-Oneida County Airport
WV,Beckley,BKW,Raleigh County Memorial Airport
WV,Charleston,CRW,Charleston Yeager Airport
WV,Clarksburg,CKB,Harrison/Marion Regional Airport
WV,Huntington,HTS,Tri-State Airport
WV,Lewisburg,LWB,Greenbrier Valley Airport
WV,Morgantown,MGW,Morgantown Municipal Airport
WV,Parkersburg,PKB,Mid-Ohio Valley Regional Airport
WY,Casper,CPR,Natrona County International Airport
WY,Cheyenne,CYS,Cheyenne Regional Airport
WY,Cody,COD,Yellowstone Regional Airport
WY,Gillette,GCC,Gillette-Campbell County Airport
WY,Jackson,JAC,Jackson Hole Airport
WY,Laramie,LAR,Laramie Regional Airport
WY,Riverton,RIW,Riverton Regional Airport
WY,Rock Springs,RKS,Rock Springs-Sweetwater County Airport
WY,Sheridan,SHR,Sheridan County Airport
WY,Worland,WRL,Worland Municipal Airport
